,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
7364,Pixxy KWGT,PERSONALIZATION,4.8,60,78M,"1,000+",Paid,$0.99,Everyone,Personalization,"July 29, 2018",4.0.1,5.0 and up
7375,Paris ci la Sortie du Métro,MAPS_AND_NAVIGATION,4.2,453,36M,"10,000+",Paid,$2.99,Everyone,Maps & Navigation,"April 2, 2018",4.3,4.1 and up
7377,CI 174 Gray Icon Pack,PERSONALIZATION,5.0,1,46M,10+,Paid,$0.99,Everyone,Personalization,"May 21, 2018",1.1,4.1 and up
7384,All-night drugstore CI & Price,HEALTH_AND_FITNESS,,0,5.1M,10+,Paid,$0.99,Everyone,Health & Fitness,"November 27, 2017",3.0.2.0,1.6 and up
7390,CI Attendance,PRODUCTIVITY,,0,172k,5+,Paid,$0.99,Everyone,Productivity,"August 17, 2013",1.0.0,3.1 and up
7417,Grand Theft Auto: San Andreas,GAME,4.4,348962,26M,"1,000,000+",Paid,$6.99,Mature 17+,Action,"March 21, 2015",1.08,3.0 and up
7465,F*ck This Game,GAME,4.6,8,6.3M,100+,Paid,$0.99,Teen,Action,"July 18, 2015",1.0.0,2.3 and up
7466,211:CK,GAME,5.0,8,38M,10+,Paid,$0.99,Teen,Arcade,"April 11, 2018",1.3,4.1 and up
7477,USMLE Step 2 CK Flashcards,FAMILY,5.0,1,40M,10+,Paid,$19.99,Everyone,Education,"May 26, 2014",2.47,2.2 and up
7504,FREE CHATS C.L.,COMMUNICATION,,4,3.4M,10+,Paid,$0.99,Mature 17+,Communication,"February 12, 2018",11,4.0.3 and up
7538,CM Launcher 3D Pro💎,PERSONALIZATION,4.7,23802,173k,"100,000+",Paid,$4.99,Everyone,Personalization,"November 17, 2016",1.0.9,4.0 and up
7555,Swift Dark CM / CM13 Theme,PERSONALIZATION,4.7,1500,41M,"10,000+",Paid,$1.99,Everyone,Personalization,"January 5, 2017",3.3.3,5.0 and up
7578,CM FILE MANAGER Pro,BUSINESS,4.2,2359,2.7M,"10,000+",Paid,$2.99,Everyone,Business,"February 16, 2016",1.16.9,1.6 and up
7580,OMEGA Black UI Theme - CM 12+,PERSONALIZATION,4.2,12,19M,100+,Paid,$0.99,Everyone,Personalization,"August 20, 2015",1.0,5.0 and up
7584,Teen Titans GO Figure!,FAMILY,4.5,1985,28M,"10,000+",Paid,$3.99,Everyone 10+,Action;Action & Adventure,"July 18, 2018",1.0.2,5.1 and up
7585,CN Superstar Soccer: Goal!!!,FAMILY,4.1,3863,41M,"100,000+",Paid,$2.99,Everyone,Sports;Action & Adventure,"May 24, 2018",1.1.1,4.1 and up
7586,Teeny Titans - Teen Titans Go!,FAMILY,4.6,20463,25M,"100,000+",Paid,$3.99,Everyone 10+,Strategy;Action & Adventure,"July 18, 2018",1.2.1,4.1 and up
7610,Ski Safari: Adventure Time,FAMILY,4.5,48754,9.3M,"100,000+",Paid,$0.99,Everyone,Arcade;Action & Adventure,"October 7, 2014",1.5.2,2.3 and up
7614,Rockstars of Ooo,FAMILY,3.4,642,26M,"10,000+",Paid,$1.99,Everyone 10+,Arcade;Action & Adventure,"August 11, 2015",1.0.2,2.3.3 and up
7617,Flipped Out! - Powerpuff Girls,FAMILY,4.4,412,22M,"10,000+",Paid,$2.99,Everyone 10+,Action;Action & Adventure,"June 30, 2016",1.0.2,4.0 and up
7618,Adventure Time Game Wizard,GAME,4.1,4107,40M,"50,000+",Paid,$4.99,Everyone,Adventure,"July 16, 2015",1.2.0,4.1 and up
7619,Best Park in the Universe,GAME,4.3,3904,5.5M,"10,000+",Paid,$2.99,Everyone 10+,Action,"September 10, 2014",1.2.1,4.0 and up
7620,Formula Cartoon All Stars,FAMILY,3.9,1213,18M,"10,000+",Paid,$2.99,Everyone,Racing;Action & Adventure,"June 25, 2015",4.1.2,2.3.3 and up
7627,Tetrobot and Co.,FAMILY,4.5,709,18M,"5,000+",Paid,$2.99,Everyone,Puzzle,"April 20, 2015",1.1.2,2.3 and up
7629,Wuwu & Co.,FAMILY,,9,77M,100+,Paid,$2.99,Everyone,Books & Reference;Creativity,"March 22, 2017",2.49,4.1 and up
7658,SharedCare™ Co-parenting,PARENTING,2.0,23,Varies with device,100+,Paid,$4.59,Everyone,Parenting,"June 19, 2016",3.0.3,4.0 and up
7665,"Chinese Chess 3D Online (Xiangqi, 象棋, co tuong)",GAME,3.5,23,37M,"1,000+",Paid,$0.99,Everyone,Board,"December 27, 2017",2.2.1,4.1 and up
7730,UFO-CQ,TOOLS,,1,237k,10+,Paid,$0.99,Everyone,Tools,"July 4, 2016",,2.0 and up
7738,10 WPM Amateur ham radio CW Morse code trainer,COMMUNICATION,3.5,10,3.8M,100+,Paid,$1.49,Everyone,Communication,"May 12, 2018",2.1.4,2.1 and up
7745,25WPM Amateur ham radio Koch CW Morse code trainer,TOOLS,,0,3.7M,10+,Paid,$1.49,Everyone,Tools,"May 18, 2018",2.0.3,2.1 and up
7774,DCUO|CR Calculator Pro,TOOLS,4.6,82,1.7M,500+,Paid,$0.99,Everyone,Tools,"August 14, 2017",3.3,3.0 and up
7775,Servidor Privado CR y CoC - Royale Servers PRO,TOOLS,,55,4.3M,100+,Paid,$1.99,Everyone,Tools,"December 24, 2017",1.0.3,2.3 and up
7792,Jetting for Honda CR dirt bike,SPORTS,4.1,7,3.4M,100+,Paid,$3.49,Everyone,Sports,"April 13, 2016",2.2,3.0 and up
7798,Jeppesen CR Flight Computer,MAPS_AND_NAVIGATION,3.3,3,26M,100+,Paid,$9.99,Everyone,Maps & Navigation,"October 5, 2016",1.0.8,4.4 and up
7810,CamScanner (License),PRODUCTIVITY,4.4,26358,50k,"500,000+",Paid,$1.99,Everyone,Productivity,"January 17, 2014",1.7,2.0 and up
7822,Asiimov Skin - CS GO Icon Pack,PERSONALIZATION,4.6,26,8.5M,100+,Paid,$2.49,Everyone,Personalization,"December 3, 2017",5.0.1,4.0.3 and up
7832,CS go bomb simulator,FAMILY,,7,28M,10+,Paid,$0.99,Everyone,Casual,"May 21, 2018",1.01,4.1 and up
7862,Emergency Brain CT,MEDICAL,,2,19M,10+,Paid,$0.99,Everyone,Medical,"April 17, 2018",1.0.0,4.1 and up
7887,CT-REMOTE,GAME,3.3,19,1.6M,100+,Paid,$4.49,Everyone,Action,"February 10, 2015",1.4,2.3 and up
7893,Abdominal CT Sectional Walker,MEDICAL,,2,23M,100+,Paid,$9.99,Everyone,Medical,"July 8, 2016",1.1,4.0 and up
7894,Interactive CT and MRI Anatomy,MEDICAL,3.4,35,24M,"1,000+",Paid,$15.46,Everyone,Medical,"May 27, 2015",2.0.3,2.2 and up
7897,CT and XR Dose Calculator,MEDICAL,,3,97k,50+,Paid,$0.99,Everyone,Medical,"January 22, 2014",2014.01,1.6 and up
7898,Chest CT Sectional Walker,MEDICAL,,2,20M,100+,Paid,$9.99,Everyone,Medical,"July 9, 2016",1.1,4.0 and up
7899,Radiological Anatomy For FRCR1,MEDICAL,4.8,12,44M,100+,Paid,$6.99,Everyone,Medical,"January 22, 2014",1.3,4.0 and up
7932,Navigator PRO - GPS Navigation with Offline Maps,TRAVEL_AND_LOCAL,3.6,892,70M,"50,000+",Paid,$2.49,Everyone,Travel & Local,"August 1, 2018",1.08,4.0 and up
7962,"Super Resume Builder Pro, CV",BUSINESS,4.4,244,6.9M,"1,000+",Paid,$4.99,Everyone,Business,"August 17, 2017",4.38,2.3 and up
7978,CV-RECORD Pro,COMMUNICATION,2.3,42,6.0M,"1,000+",Paid,$0.99,Everyone,Communication,"January 12, 2017",1.0.5,4.1 and up
7993,2 Amateur ham radio CW Morse code practice keys TX,COMMUNICATION,4.8,6,3.5M,100+,Paid,$1.49,Everyone,Communication,"March 5, 2018",1.0.9,1.6 and up
7997,CW Beacon for Ham Radio,COMMUNICATION,4.8,10,516k,100+,Paid,$1.49,Everyone,Communication,"January 22, 2015",KM,1.6 and up
7999,Morse Decoder for Ham Radio,COMMUNICATION,3.7,166,2.0M,"5,000+",Paid,$4.99,Everyone,Communication,"March 14, 2017",1.52,2.3 and up
8003,CW Studio ®,COMMUNICATION,3.8,9,780k,100+,Paid,$0.99,Everyone,Communication,"May 19, 2015",1.2,2.3.3 and up
8004,20WPM Amateur ham radio Koch CW Morse code trainer,COMMUNICATION,4.3,12,3.7M,100+,Paid,$1.49,Everyone,Communication,"May 22, 2018",3.0.4,2.1 and up
8006,Morse Trainer for Ham Radio,COMMUNICATION,4.6,265,2.6M,"10,000+",Paid,$2.99,Everyone,Communication,"January 6, 2018",2.28,2.3 and up
8012,Morse Machine for Ham Radio,COMMUNICATION,4.8,341,9.6M,"5,000+",Paid,$0.99,Everyone,Communication,"February 20, 2015",iu4,2.0 and up
8013,Pocket RxTx Pro,PRODUCTIVITY,4.3,253,Varies with device,"5,000+",Paid,$3.99,Everyone,Productivity,"March 4, 2018",Varies with device,Varies with device
8014,Morse Player,FAMILY,5.0,12,2.4M,100+,Paid,$1.99,Everyone,Education,"January 23, 2017",2.1.1,3.0 and up
8017,CW Ringtone (Morse Code generator),COMMUNICATION,,0,269k,10+,Paid,$2.49,Everyone,Communication,"March 16, 2018",1.0.2,2.2 and up
8018,30WPM Amateur ham radio Koch CW Morse code trainer,FAMILY,5.0,1,3.7M,10+,Paid,$1.49,Everyone,Education,"May 18, 2018",2.0.2,2.1 and up
8019,Learn CW,FAMILY,,0,21M,1+,Paid,$2.49,Everyone,Education,"April 6, 2018",1.1,4.3 and up
8021,Koch Morse Trainer Pro,COMMUNICATION,4.6,94,1.1M,"1,000+",Paid,$2.49,Everyone,Communication,"February 14, 2015",2.1.1,2.2 and up
8051,TI-Nspire CX Calculator Manual,FAMILY,3.9,11,27M,500+,Paid,$4.99,Everyone,Education,"July 21, 2018",1.3.0,4.1 and up
8074,Absolute RC Heli Simulator,SPORTS,3.9,654,50M,"10,000+",Paid,$4.99,Everyone,Sports,"December 20, 2017",3.29,4.1 and up
8077,go41cx,FAMILY,4.8,171,1.0M,"1,000+",Paid,$10.00,Everyone,Education,"October 18, 2016",1.7.0,2.2 and up
8085,Cytus II,GAME,4.7,16851,81M,"100,000+",Paid,$1.99,Everyone 10+,Music,"August 3, 2018",1.5.0,4.4 and up
8137,CZ-70 (CZ-50) pistol explained,BOOKS_AND_REFERENCE,,2,17M,10+,Paid,$5.99,Everyone,Books & Reference,"November 2, 2016",Android 2.1 - 2015,1.6 and up
8139,CZ-52 pistol explained,BOOKS_AND_REFERENCE,,0,9.3M,10+,Paid,$5.99,Everyone,Books & Reference,"September 3, 2015",Android 3.0 - 2015,1.6 and up
8140,CZ-27 pistol explained,BOOKS_AND_REFERENCE,,1,11M,10+,Paid,$5.99,Everyone,Books & Reference,"September 2, 2015",Android 3.0 - 2015,1.6 and up
8141,Online TV CZ/SK PRO,VIDEO_PLAYERS,3.1,167,2.0M,"1,000+",Paid,$0.99,Everyone,Video Players & Editors,"June 21, 2018",3.3.2,4.0.3 and up
8145,CZ-45 pistol explained,BOOKS_AND_REFERENCE,,1,12M,10+,Paid,$5.49,Everyone,Books & Reference,"August 10, 2017",Android 3.1 - 2015,1.6 and up
8149,CZ-Cyberon Voice Commander,TOOLS,3.8,131,3.3M,"1,000+",Paid,$5.99,Everyone,Tools,"March 7, 2017",3.2.17030601,2.2 and up
8150,Pistolet CZ-70 CZ-50 expliqué,BOOKS_AND_REFERENCE,,0,17M,1+,Paid,$5.99,Everyone,Books & Reference,"November 1, 2016",Android 2.0 - 2016,1.6 and up
8151,CZ-38 (vz 38) pistol explained,BOOKS_AND_REFERENCE,,0,13M,5+,Paid,$5.99,Everyone,Books & Reference,"August 10, 2017",Android 3.1 - 2017,1.6 and up
8161,Reksio cz. 1,BOOKS_AND_REFERENCE,,0,8.6M,10+,Paid,$0.99,Everyone,Books & Reference,"March 30, 2015",1.0.1,4.0.3 and up
8164,Tools & Mi Band,HEALTH_AND_FITNESS,4.4,15753,13M,"100,000+",Paid,$3.49,Everyone,Health & Fitness,"July 26, 2018",3.7.3,4.3 and up
8171,The House of Da Vinci,FAMILY,4.8,12400,Varies with device,"100,000+",Paid,$4.99,Everyone,Puzzle,"June 14, 2018",1.0.4,4.1 and up
8176,King of Math,FAMILY,4.4,766,14M,"10,000+",Paid,$2.99,Everyone,Education;Education,"May 22, 2018",1.0.11,2.2 and up
8191,Peppa Pig: Party Time,FAMILY,3.8,52,55M,"10,000+",Paid,$2.99,Everyone,Educational;Pretend Play,"August 8, 2017",1.2.1,2.3 and up
8211,ACCDB MDB DB Manager Pro - Editor for MS Access,PRODUCTIVITY,3.1,19,4.5M,500+,Paid,$8.99,Everyone,Productivity,"November 3, 2016",1.0.8,4.0 and up
8212,Scale Models DB,TOOLS,4.4,9,33M,50+,Paid,$2.99,Everyone,Tools,"May 3, 2018",0.6.2,4.3 and up
8219,"10,000 Quotes DB (Premium)",BOOKS_AND_REFERENCE,4.1,70,3.5M,500+,Paid,$0.99,Everyone,Books & Reference,"August 30, 2013",1.3,2.1 and up
8225,ReDNAKET DB Normalization Tool,TOOLS,,0,940k,10+,Paid,$0.99,Everyone,Tools,"February 3, 2016",1.0.2,5.0 and up
8236,LC-DB,PHOTOGRAPHY,3.0,1,2.5M,10+,Paid,$3.49,Everyone,Photography,"October 20, 2017",1.0,4.2 and up
8242,db Meter - sound level meter with data logging,TOOLS,,0,15M,1+,Paid,$1.49,Everyone,Tools,"March 15, 2018",1.0.1,4.1 and up
8251,LEGO Batman: DC Super Heroes,FAMILY,4.2,2557,5.8M,"50,000+",Paid,$4.99,Everyone 10+,Adventure;Action & Adventure,"May 9, 2016",Varies with device,4.0.3 and up
8282,D.C. Driving/Walking Tours,TRAVEL_AND_LOCAL,,0,32M,50+,Paid,$4.99,Everyone,Travel & Local,"July 27, 2018",3.8.0,4.4 and up
8286,DC Metro Transit,TRAVEL_AND_LOCAL,4.5,339,10M,"5,000+",Paid,$2.99,Everyone,Travel & Local,"May 13, 2018",5.11.3,4.1 and up
8287,AC DC Power Monitor,LIFESTYLE,5.0,1,1.2M,10+,Paid,$3.04,Everyone,Lifestyle,"May 29, 2016",1.2,2.3 and up
8321,Myth Defense 2: DF Platinum,FAMILY,4.6,1764,8.3M,"10,000+",Paid,$3.99,Everyone 10+,Strategy,"June 22, 2016",1.3.8,2.3.3 and up
8328,Guide to Nikon Df,PHOTOGRAPHY,,1,663k,10+,Paid,$29.99,Everyone,Photography,"February 18, 2014",2.0.0,4.0.3 and up
8346,Técnico Legislativo Câmara Legislativa DF,PRODUCTIVITY,,1,10M,10+,Paid,$2.99,Everyone,Productivity,"June 29, 2018",6.0,4.0.3 and up
8348,Cargo de Praça PM DF,PRODUCTIVITY,,0,5.2M,10+,Paid,$2.99,Everyone,Productivity,"May 7, 2018",3.0,4.0 and up
8350,Droidbug BusyBox Advance PRO,TOOLS,4.5,2,3.3M,100+,Paid,$3.99,Everyone,Tools,"July 19, 2018",1.4,4.0.3 and up
8359,Diseño de columnas NTC - RSEE 2017,PRODUCTIVITY,,6,2.8M,100+,Paid,$0.99,Everyone,Productivity,"March 26, 2018",2.0,4.1 and up
8362,Penny Finder,SHOPPING,4.2,470,4.1M,"10,000+",Paid,$2.99,Everyone,Shopping,"July 17, 2018",1.3.7,4.1 and up
8364,DG Surveyor,BUSINESS,3.6,5,6.8M,50+,Paid,$8.99,Everyone,Business,"April 30, 2018",6.00,4.0.3 and up
8368,Penny Puss,TOOLS,3.0,19,22M,"1,000+",Paid,$4.99,Everyone,Tools,"July 9, 2016",1.911.1944.4606,4.0 and up
8371,ZombieVital DG,FAMILY,4.3,10,20M,100+,Paid,$12.99,Everyone,Simulation,"August 4, 2018",Varies with device,Varies with device
8376,The DG Buddy,BUSINESS,3.7,3,11M,10+,Paid,$2.49,Everyone,Business,"June 30, 2014",v3,2.2 and up
8449,Cameringo+ Filters Camera,PHOTOGRAPHY,4.6,28107,5.7M,"500,000+",Paid,$2.99,Everyone,Photography,"June 11, 2018",2.8.26,4.0 and up
8482,Fodbold DK Pro,SPORTS,4.6,315,4.3M,"1,000+",Paid,$2.99,Everyone,Sports,"June 6, 2018",2.106.0,4.0 and up
8489,DK Primrose for KLWP,PERSONALIZATION,,0,16M,1+,Paid,$0.99,Everyone,Personalization,"December 2, 2017",v2017.Dec.01.19,4.4 and up
8511,Advanced Download Manager Pro,TOOLS,4.7,6505,2.0M,"50,000+",Paid,$2.99,Everyone,Tools,"November 3, 2017",6.4.0,4.0 and up
8526,DL Image Manager,PRODUCTIVITY,5.0,2,1.7M,10+,Paid,$0.99,Everyone,Productivity,"July 29, 2018",1.0.5,4.0 and up
8555,Dungeons and Dragons DM Tools,BOOKS_AND_REFERENCE,3.1,50,4.9M,"1,000+",Paid,$1.99,Everyone,Books & Reference,"February 22, 2017",2.0,2.3 and up
8565,DM Die Roller 9000,TOOLS,,0,3.3M,5+,Paid,$0.99,Everyone,Tools,"May 14, 2018",1.2,2.1 and up
8571,Interactive NPC DM Tool,FAMILY,2.8,5,629k,50+,Paid,$0.99,Everyone,Role Playing,"January 31, 2015",1.0.0,2.3.3 and up
8574,Basketball Dynasty Manager 16,SPORTS,4.4,426,21M,"5,000+",Paid,$1.99,Everyone,Sports,"June 1, 2016",2.2.3,4.0 and up
8590,MultiPicture Live Wallpaper dn,PERSONALIZATION,4.3,505,288k,"10,000+",Paid,$1.99,Everyone,Personalization,"February 10, 2013",0.6.11,2.1 and up
8600,Cossack Dictionary (DN),BOOKS_AND_REFERENCE,,7,2.3M,10+,Paid,$2.99,Teen,Books & Reference,"April 28, 2018",1.0,4.0.3 and up
8604,Writing Wizard Premium - Handwriting,FAMILY,4.1,89,33M,"5,000+",Paid,$4.49,Everyone,Education;Education,"December 3, 2017",2.5.0,4.0.3 and up
8616,MC.Fitting,PRODUCTIVITY,,130,3.4M,"1,000+",Paid,$8.49,Everyone,Productivity,"May 3, 2017",12.0,1.6 and up
8618,Day Night Live Wallpaper (All),PERSONALIZATION,4.7,4856,18M,"50,000+",Paid,$2.49,Everyone,Personalization,"January 31, 2018",1.5.3,4.0 and up
8719,DRAGON QUEST VIII,FAMILY,4.5,7812,27M,"50,000+",Paid,$19.99,Everyone 10+,Role Playing,"April 4, 2017",1.1.4,4.0 and up
8721,DRAGON QUEST III,FAMILY,4.2,1661,63M,"10,000+",Paid,$9.99,Everyone,Role Playing,"March 9, 2018",1.0.5,4.0 and up
8722,LightMeter (noAds),PHOTOGRAPHY,4.6,617,12M,"10,000+",Paid,$1.99,Everyone,Photography,"November 22, 2016",1.5.10.NA,3.2 and up
8723,DRAGON QUEST,FAMILY,4.2,9659,30M,"100,000+",Paid,$2.99,Everyone,Role Playing,"March 10, 2017",1.0.7,2.3 and up
8724,DRAGON QUEST II,FAMILY,4.5,2576,44M,"10,000+",Paid,$4.99,Everyone,Role Playing,"March 9, 2018",1.0.5,4.0 and up
8726,DRAGON QUEST VI,FAMILY,4.4,3358,17M,"100,000+",Paid,$14.99,Everyone,Role Playing,"August 1, 2018",1.0.4,2.3 and up
8733,CHRONO TRIGGER (Upgrade Ver.),FAMILY,3.8,11250,6.3M,"100,000+",Paid,$9.99,Everyone 10+,Role Playing,"June 12, 2018",2.0.4,4.2 and up
8736,FINAL FANTASY DIMENSIONS,FAMILY,4.3,8450,1.1M,"100,000+",Paid,$13.99,Everyone,Role Playing,"March 15, 2017",1.1.3,2.3.3 and up
8755,myGrow,PRODUCTIVITY,4.6,84,23M,"1,000+",Paid,$4.29,Mature 17+,Productivity,"April 29, 2016",2.3.9,3.2 and up
8777,Dr. Panda Farm,FAMILY,4.1,265,46M,"10,000+",Paid,$2.99,Everyone,Education;Pretend Play,"July 21, 2016",1.0,4.0 and up
8778,DR.MEEP,FAMILY,4.4,54,33M,500+,Paid,$2.99,Everyone,Puzzle,"June 29, 2018",1.2,4.1 and up
8779,Dr. Panda Art Class,FAMILY,4.2,1013,58M,"50,000+",Paid,$2.99,Everyone,Education;Creativity,"April 26, 2017",1.7,4.0 and up
8780,Dr. Panda's Swimming Pool,FAMILY,4.4,2311,9.3M,"100,000+",Paid,$1.99,Everyone,Casual;Pretend Play,"January 15, 2015",1.01,4.0 and up
8785,Dr. Panda & Toto's Treehouse,FAMILY,4.4,3397,9.5M,"50,000+",Paid,$3.99,Everyone,Casual;Pretend Play,"December 9, 2014",1.8,4.0 and up
8787,Dr. Splorchy Presents Space Heroes,GAME,4.6,18,31M,100+,Paid,$4.99,Mature 17+,Adventure,"July 23, 2018",1.0,7.0 and up
8792,Dr. McDougall Mobile Cookbook,HEALTH_AND_FITNESS,3.8,76,1.2M,"1,000+",Paid,$4.99,Everyone,Health & Fitness,"January 26, 2015",1.1,2.2 and up
8793,Dr. Seuss's ABC,FAMILY,4.7,429,12M,"10,000+",Paid,$3.99,Everyone,Books & Reference;Education,"February 26, 2018",2.05,4.0.3 and up
8795,Dr. Panda Hospital,FAMILY,4.4,1091,45M,"50,000+",Paid,$2.99,Everyone,Education;Pretend Play,"December 5, 2013",1.6,2.0.1 and up
8800,Dr. Panda Restaurant 2,FAMILY,4.3,3725,67M,"100,000+",Paid,$2.99,Everyone,Educational;Pretend Play,"February 17, 2016",1.96,4.0 and up
8801,Dr. Panda Supermarket,FAMILY,4.2,1357,58M,"50,000+",Paid,$2.99,Everyone,Educational;Pretend Play,"February 16, 2016",1.6,4.0 and up
8804,DraStic DS Emulator,GAME,4.6,87766,12M,"1,000,000+",Paid,$4.99,Everyone,Action,"July 19, 2016",r2.5.0.3a,2.3 and up
8823,DS Helpdesk Plus,BUSINESS,3.6,21,Varies with device,100+,Paid,$12.99,Everyone,Business,"January 30, 2017",Varies with device,Varies with device
8825,Ability DS UNO,PRODUCTIVITY,,3,2.3M,50+,Paid,$2.60,Everyone,Productivity,"May 19, 2014",1.0,1.5 and up
8841,Deep Sleep Battery Saver Pro,TOOLS,3.9,1417,2.9M,"10,000+",Paid,$3.28,Everyone,Tools,"August 15, 2017",5.1,4.1 and up
8845,PhotoFrame for Synology DS,PHOTOGRAPHY,4.0,1,2.6M,10+,Paid,$4.99,Everyone,Photography,"February 2, 2017",1.5,4.0 and up
8853,Real Sheet ∞: Pathfinder + DT,FAMILY,3.5,2,22M,50+,Paid,$2.99,Everyone,Role Playing,"March 20, 2017",1.1,4.2 and up
8860,Bloons TD 5,FAMILY,4.6,190086,94M,"1,000,000+",Paid,$2.99,Everyone,Strategy,"July 13, 2018",3.16,2.3.3 and up
8879,Riptide GP: Renegade,GAME,4.7,4328,Varies with device,"100,000+",Paid,$2.99,Everyone 10+,Racing,"June 1, 2018",1.2.1,4.1 and up
8887,The Secret Daily Teachings,LIFESTYLE,4.3,206,32M,"1,000+",Paid,$4.99,Everyone,Lifestyle,"February 11, 2018",14.0,4.0.3 and up
8890,Dirt Trackin Sprint Cars,GAME,3.8,499,47M,"10,000+",Paid,$3.99,Everyone,Racing,"May 10, 2018",1.0.13,5.0 and up
8912,Weather Forecast Pro,WEATHER,4.7,14051,8.7M,"100,000+",Paid,$3.99,Everyone,Weather,"August 4, 2018",8.5,4.0 and up
8927,Officiel du SCRABBLE LAROUSSE,BOOKS_AND_REFERENCE,3.4,116,48M,"5,000+",Paid,$4.60,Everyone,Books & Reference,"October 13, 2016",1.4,2.3 and up
8950,iCam - Webcam Video Streaming,TOOLS,3.7,770,2.4M,"10,000+",Paid,$4.99,Everyone,Tools,"October 7, 2016",1.6.7,2.3 and up
8993,DW Contacts widget,TOOLS,4.3,56,2.0M,"1,000+",Paid,$0.99,Everyone,Tools,"June 5, 2014",1.1.0.0,2.1 and up
9010,RETRO Shocked DW-6000,PERSONALIZATION,5.0,13,500k,100+,Paid,$1.49,Everyone,Personalization,"April 4, 2017",1.2,2.3 and up
9024,Retro City Rampage DX,GAME,4.7,416,16M,"10,000+",Paid,$2.99,Teen,Action,"January 12, 2017",1.0.5,4.0 and up
9026,PORTABLE SOCCER DX,SPORTS,4.4,552,1.6M,"5,000+",Paid,$1.00,Everyone,Sports,"June 19, 2018",3.4,2.2 and up
9028,ZOOKEEPER DX TouchEdition,FAMILY,4.2,3195,4.6M,"100,000+",Paid,$0.99,Everyone,Puzzle,"November 26, 2015",1.2.7,2.1 and up
9030,KeePass DX Pro,TOOLS,,0,Varies with device,100+,Paid,$5.99,Everyone,Tools,"August 2, 2018",Varies with device,Varies with device
9039,Chronolink DX,FAMILY,5.0,7,73M,10+,Paid,$0.99,Everyone,Puzzle,"July 6, 2017",1.2,4.1 and up
9045,Active Soccer 2 DX,SPORTS,3.6,28,48M,500+,Paid,$2.99,Everyone,Sports,"March 28, 2017",1.0.3,1.5 and up
9054,Bubble Shooter DX AdFree,FAMILY,,1,2.1M,50+,Paid,$2.99,Everyone,Casual,"May 31, 2016",1.02,2.3 and up
9056,Santa's Monster Shootout DX,GAME,5.0,4,33M,50+,Paid,$1.99,Teen,Action,"August 15, 2013",1.05,2.2 and up
9057,DX Glow - Clock Widget,PERSONALIZATION,4.4,5,3.4M,50+,Paid,$0.99,Everyone,Personalization,"March 20, 2015",2.0,3.0 and up
9058,iCluster - The DX-Cluster database,COMMUNICATION,,0,17M,10+,Paid,$0.99,Everyone,Communication,"July 26, 2018",1.7,6.0 and up
9060,Dress Up RagazzA13 DX,FAMILY,3.5,13,42M,100+,Paid,$0.99,Everyone,Simulation,"September 16, 2016",1.0.5,4.0.3 and up
9063,Unstoppaball DX,FAMILY,4.2,5,40M,50+,Paid,$1.49,Everyone,Puzzle,"May 20, 2014",1.7,2.0.1 and up
9064,Differential Dx,MEDICAL,4.0,8,Varies with device,500+,Paid,$3.99,Everyone,Medical,"January 19, 2018",Varies with device,Varies with device
9065,Sokoban Land DX,FAMILY,3.9,46,20M,"10,000+",Paid,$2.99,Everyone,Puzzle,"January 29, 2018",1.0.6,2.3 and up
9082,Train Sim Pro,FAMILY,4.0,1763,Varies with device,"10,000+",Paid,$1.49,Everyone,Simulation;Pretend Play,"June 25, 2018",3.9.9,4.1 and up
9096,DZ Puzzle,FAMILY,,14,47M,10+,Paid,$0.99,Everyone,Puzzle,"April 22, 2017",1.2,2.3 and up
9101,amm dz,FINANCE,,0,14M,1+,Paid,$5.99,Everyone,Finance,"July 8, 2018",1.0,4.2 and up
9104,Dz kayas,FINANCE,,0,14M,1+,Paid,$28.99,Everyone,Finance,"July 12, 2018",1.0,4.2 and up
9151,Lost Journey (Dreamsky),GAME,4.5,32344,29M,"1,000,000+",Paid,$0.99,Everyone,Adventure,"October 21, 2016",1.3.12,3.0 and up
9154,NBA JAM by EA SPORTS™,FAMILY,4.3,56444,43M,"500,000+",Paid,$4.99,Everyone,Sports;Action & Adventure,"February 8, 2017",04.00.40,2.3 and up
9165,League of Stickman 2018- Ninja Arena PVP(Dreamsky),GAME,4.4,32496,99M,"1,000,000+",Paid,$0.99,Teen,Action,"July 3, 2018",5.3.3,2.3 and up
9170,Stickman Legends: Shadow Wars,GAME,4.4,38419,100M,"1,000,000+",Paid,$0.99,Everyone 10+,Action,"August 3, 2018",2.3.24,4.1 and up
9206,Schlaumeier,BOOKS_AND_REFERENCE,,0,688k,5+,Paid,$0.99,Everyone,Books & Reference,"June 17, 2015",0.1,2.3 and up
9211,RPG ブレイジング ソウルズ アクセレイト,FAMILY,3.4,159,3.1M,"1,000+",Paid,$10.99,Teen,Role Playing,"April 26, 2018",2.12,2.3 and up
9220,Electrician Calculator Pro,TOOLS,3.9,47,270k,"1,000+",Paid,$14.99,Everyone,Tools,"June 3, 2014",3.1,1.6 and up
9227,EC music dictionary,TOOLS,4.4,20,2.2M,500+,Paid,$1.99,Everyone,Tools,"December 29, 2014",2.1,3.0 and up
